1,33248
2,33248
3,1
4,25
1,1922
2,1922
3,2
4,23
1,20830
2,20830
3,5
4,20
1,30172
2,30172
3,2
4,22
1,17314
2,17314
3,1
4,30
1,23555
2,23555
3,6
4,31
1,26365
2,26365
3,4
4,28
1,18279
2,18279
3,5
4,33
1,11663
2,11663
3,2
4,18
1,29978
2,29978
3,4
4,28
1,461
2,461
3,5
4,31
1,711
2,711
3,4
4,31
1,30495
2,30495
3,4
4,12
1,8914
2,8914
3,2
4,35
1,33955
2,33955
3,6
4,19
1,8181
2,8181
3,5
4,29
1,12276
2,12276
3,1
4,9
1,39888
2,39888
3,6
4,2
1,21395
2,21395
3,4
4,25
1,3491
2,3491
3,5
4,9
1,24256
2,24256
3,5
4,10
1,7701
2,7701
3,2
4,24
1,28844
2,28844
3,4
4,12
1,15309
2,15309
3,1
4,2
1,766
2,766
3,1
4,5
1,35792
2,35792
3,2
4,1
1,5576
2,5576
3,3
4,38
1,31955
2,31955
3,4
4,23
1,6477
2,6477
3,5
4,37
1,2639
2,2639
3,2
4,12
1,38012
2,38012
3,3
4,2
1,6239
2,6239
3,6
4,21
1,6276
2,6276
3,5
4,37
1,32316
2,32316
3,3
4,2
1,3251
2,3251
3,5
4,6
1,1228
2,1228
3,1
4,3
1,21283
2,21283
3,5
4,13
1,34351
2,34351
3,3
4,8
1,29358
2,29358
3,1
4,22
1,5813
2,5813
3,1
4,23
1,36316
2,36316
3,6
4,27
1,27524
2,27524
3,4
4,40
1,30319
2,30319
3,6
4,3
1,5706
2,5706
3,1
4,23
1,39791
2,39791
3,3
4,31
1,26104
2,26104
3,3
4,33
1,12684
2,12684
3,5
4,3
1,13768
2,13768
3,4
4,13
1,32400
2,32400
3,6
4,15
1,5316
2,5316
3,2
4,4
1,29523
2,29523
3,5
4,36
1,38831
2,38831
3,5
4,5
1,20566
2,20566
3,5
4,7
1,22473
2,22473
3,3
4,21
1,2679
2,2679
3,3
4,21
1,10085
2,10085
3,4
4,15
1,6589
2,6589
3,2
4,20
1,29499
2,29499
3,4
4,8
1,10306
2,10306
3,3
4,38
1,6172
2,6172
3,3
4,22
1,33420
2,33420
3,6
4,10
1,33779
2,33779
3,3
4,18
1,29108
2,29108
3,1
4,38
1,11887
2,11887
3,3
4,17
1,27118
2,27118
3,5
4,22
1,26719
2,26719
3,4
4,38
1,12962
2,12962
3,6
4,6
1,35378
2,35378
3,3
4,24
1,9808
2,9808
3,2
4,22
1,14983
2,14983
3,4
4,32
1,7149
2,7149
3,1
4,20
1,16031
2,16031
3,3
4,5
1,18990
2,18990
3,2
4,6
1,33502
2,33502
3,4
4,13
1,946
2,946
3,4
4,29
1,21042
2,21042
3,2
4,9
1,16148
2,16148
3,5
4,4
1,26804
2,26804
3,3
4,33
1,12365
2,12365
3,1
4,23
1,28142
2,28142
3,3
4,5
1,37568
2,37568
3,6
4,29
1,11950
2,11950
3,5
4,39
1,37767
2,37767
3,5
4,34
1,22682
2,22682
3,4
4,5
1,19934
2,19934
3,3
4,39
1,24977
2,24977
3,3
4,19
1,4594
2,4594
3,3
4,36
1,6650
2,6650
3,6
4,9
1,4944
2,4944
3,1
4,10
1,23155
2,23155
3,2
4,35
1,38978
2,38978
3,6
4,19
1,27977
2,27977
3,2
4,31
1,25529
2,25529
3,4
4,40
1,32332
2,32332
3,5
4,18
1,6561
2,6561
3,1
4,7
1,8577
2,8577
3,2
4,7
1,13956
2,13956
3,1
4,2
1,7796
2,7796
3,3
4,10
1,16794
2,16794
3,1
4,36
1,34688
2,34688
3,6
4,17
1,29920
2,29920
3,6
4,26
1,27977
2,27977
3,3
4,9
1,31871
2,31871
3,6
4,34
1,39945
2,39945
3,4
4,11
1,29859
2,29859
3,6
4,13
1,10977
2,10977
3,4
4,15
1,8618
2,8618
3,4
4,11
1,25557
2,25557
3,4
4,11
1,38381
2,38381
3,1
4,12
1,22028
2,22028
3,4
4,33
1,17661
2,17661
3,6
4,7
1,8675
2,8675
3,6
4,34
1,10654
2,10654
3,3
4,4
1,28450
2,28450
3,3
4,39
1,9497
2,9497
3,4
4,13
1,20372
2,20372
3,2
4,14
1,2819
2,2819
3,4
4,32
1,35668
2,35668
3,5
4,26
1,31427
2,31427
3,5
4,28
1,28790
2,28790
3,4
4,9
1,16121
2,16121
3,5
4,38
1,8230
2,8230
3,1
4,4
1,8508
2,8508
3,2
4,10
1,15712
2,15712
3,3
4,9
1,39604
2,39604
3,4
4,2
1,14247
2,14247
3,5
4,22
1,21263
2,21263
3,5
4,15
1,34072
2,34072
3,3
4,22
1,20986
2,20986
3,5
4,35
1,28096
2,28096
3,4
4,4
1,37300
2,37300
3,4
4,31
1,31393
2,31393
3,5
4,9
1,21767
2,21767
3,4
4,20
1,20699
2,20699
3,6
4,1
1,33552
2,33552
3,5
4,27
1,29633
2,29633
3,5
4,12
1,32977
2,32977
3,1
4,16
1,38195
2,38195
3,2
4,21
1,8345
2,8345
3,2
4,35
1,34984
2,34984
3,4
4,21
1,10164
2,10164
3,3
4,24
1,39352
2,39352
3,2
4,22
1,10527
2,10527
3,4
4,29
1,9655
2,9655
3,2
4,4
1,23215
2,23215
3,4
4,28
1,24478
2,24478
3,6
4,26
1,27245
2,27245
3,3
4,34
1,27701
2,27701
3,1
4,28
1,17325
2,17325
3,2
4,13
1,9082
2,9082
3,6
4,6
1,16745
2,16745
3,6
4,1
1,15567
2,15567
3,2
4,8
1,9905
2,9905
3,2
4,20
1,2943
2,2943
3,5
4,35
1,27546
2,27546
3,2
4,23
1,23356
2,23356
3,4
4,31
1,286
2,286
3,6
4,11
1,32249
2,32249
3,3
4,36
1,16885
2,16885
3,5
4,11
1,19187
2,19187
3,4
4,21
1,29010
2,29010
3,3
4,8
1,11788
2,11788
3,5
4,35
1,17880
2,17880
3,5
4,24
1,26781
2,26781
3,2
4,24
1,9954
2,9954
3,2
4,14
1,16759
2,16759
3,2
4,11
1,35134
2,35134
3,3
4,20
1,36032
2,36032
3,5
4,14
1,37031
2,37031
3,3
4,22
1,2751
2,2751
3,4
4,5
1,18875
2,18875
3,3
4,5
1,5521
2,5521
3,4
4,28
1,10019
2,10019
3,3
4,28
1,3352
2,3352
3,3
4,1
1,27345
2,27345
3,5
4,38
1,30573
2,30573
3,3
4,30
1,7151
2,7151
3,4
4,7
1,26147
2,26147
3,6
4,1
1,1148
2,1148
3,1
4,10
1,28157
2,28157
3,3
4,20
1,764
2,764
3,5
4,39
1,6543
2,6543
3,2
4,20
1,25444
2,25444
3,6
4,7
1,8812
2,8812
3,4
4,19
1,3273
2,3273
3,2
4,39
1,34911
2,34911
3,6
4,17
1,28141
2,28141
3,2
4,36
1,6093
2,6093
3,4
4,25
1,1260
2,1260
3,6
4,13
1,30966
2,30966
3,5
4,22
1,3426
2,3426
3,2
4,2
1,25729
2,25729
3,3
4,37
1,15422
2,15422
3,4
4,4
1,456
2,456
3,5
4,25
1,19474
2,19474
3,1
4,20
1,28868
2,28868
3,3
4,28
1,24061
2,24061
3,6
4,1
1,10843
2,10843
3,6
4,30
1,29354
2,29354
3,2
4,35
1,30793
2,30793
3,4
4,6
1,31096
2,31096
3,4
4,20
1,23923
2,23923
3,5
4,22
1,29415
2,29415
3,3
4,38
1,20389
2,20389
3,6
4,39
1,16859
2,16859
3,5
4,3
1,25084
2,25084
3,5
4,24
1,7655
2,7655
3,6
4,10
1,962
2,962
3,2
4,24
1,6421
2,6421
3,3
4,7
1,25218
2,25218
3,4
4,39
1,19863
2,19863
3,4
4,5
1,23900
2,23900
3,6
4,10
1,13303
2,13303
3,3
4,36
1,14545
2,14545
3,4
4,22
1,22500
2,22500
3,5
4,28
1,15869
2,15869
3,2
4,31
1,19418
2,19418
3,4
4,32
1,295
2,295
3,5
4,29
1,33385
2,33385
3,3
4,19
1,22555
2,22555
3,6
4,17
1,33212
2,33212
3,1
4,9
1,38757
2,38757
3,2
4,8
1,16258
2,16258
3,6
4,14
1,10107
2,10107
3,6
4,31
1,10688
2,10688
3,2
4,24
1,14232
2,14232
3,2
4,16
1,12827
2,12827
3,2
4,30
1,1905
2,1905
3,1
4,16
1,31874
2,31874
3,4
4,27
1,33099
2,33099
3,4
4,6
1,1173
2,1173
3,2
4,35
1,20617
2,20617
3,6
4,11
1,37244
2,37244
3,5
4,11
1,29430
2,29430
3,1
4,27
1,5338
2,5338
3,1
4,28
1,21948
2,21948
3,1
4,19
1,30351
2,30351
3,5
4,22
1,28426
2,28426
3,6
4,25
1,35708
2,35708
3,3
4,31
1,20048
2,20048
3,6
4,34
1,8059
2,8059
3,2
4,23
1,10375
2,10375
3,6
4,16
1,35302
2,35302
3,6
4,14
1,36255
2,36255
3,5
4,26
1,11932
2,11932
3,5
4,21
1,5514
2,5514
3,6
4,24
1,32478
2,32478
3,5
4,2
1,29793
2,29793
3,1
4,10
1,27653
2,27653
3,1
4,1
1,24020
2,24020
3,2
4,4
1,34630
2,34630
3,3
4,9
1,36209
2,36209
3,5
4,14
1,8135
2,8135
3,3
4,20
1,13530
2,13530
3,6
4,2
1,31235
2,31235
3,6
4,10
1,7959
2,7959
3,2
4,33
1,8956
2,8956
3,6
4,10
1,13205
2,13205
3,6
4,38
1,22436
2,22436
3,4
4,28
1,21948
2,21948
3,4
4,8
1,16215
2,16215
3,5
4,25
1,12029
2,12029
3,3
4,33
1,36380
2,36380
3,2
4,17
1,25420
2,25420
3,5
4,21
1,14301
2,14301
3,5
4,15
1,31432
2,31432
3,2
4,18
1,35659
2,35659
3,3
4,33
1,2376
2,2376
3,5
4,4
1,20297
2,20297
3,2
4,34
1,92
2,92
3,6
4,33
1,495
2,495
3,1
4,10
1,14613
2,14613
3,4
4,22
1,9522
2,9522
3,2
4,14
1,34966
2,34966
3,5
4,15
1,17667
2,17667
3,4
4,22
1,28262
2,28262
3,3
4,38
1,28267
2,28267
3,6
4,17
1,16890
2,16890
3,1
4,23
1,35985
2,35985
3,1
4,30
1,32758
2,32758
3,1
4,19
1,36654
2,36654
3,6
4,14
1,27972
2,27972
3,5
4,1
1,5987
2,5987
3,1
4,18
1,20612
2,20612
3,4
4,37
1,32570
2,32570
3,6
4,23
1,35039
2,35039
3,6
4,26
1,15556
2,15556
3,1
4,31
1,17859
2,17859
3,4
4,29
1,36045
2,36045
3,1
4,21
1,873
2,873
3,4
4,12
1,9546
2,9546
3,3
4,24
1,9271
2,9271
3,4
4,21
1,604
2,604
3,5
4,21
1,34906
2,34906
3,6
4,22
1,27953
2,27953
3,2
4,33
1,26196
2,26196
3,4
4,12
1,7954
2,7954
3,5
4,2
1,2720
2,2720
3,1
4,30
1,30317
2,30317
3,6
4,34
1,39270
2,39270
3,6
4,1
1,10401
2,10401
3,4
4,34
1,38365
2,38365
3,2
4,21
1,2193
2,2193
3,3
4,7
1,33198
2,33198
3,4
4,17
1,11010
2,11010
3,1
4,22
1,21901
2,21901
3,6
4,38
1,5984
2,5984
3,1
4,4
1,34425
2,34425
3,4
4,20
1,36520
2,36520
3,3
4,40
1,23180
2,23180
3,2
4,18
1,4606
2,4606
3,1
4,5
1,26753
2,26753
3,3
4,35
1,28036
2,28036
3,3
4,39
1,29722
2,29722
3,4
4,15
1,20474
2,20474
3,2
4,21
1,2327
2,2327
3,5
4,27
1,37145
2,37145
3,2
4,28
1,8324
2,8324
3,4
4,12
1,36973
2,36973
3,4
4,17
1,7846
2,7846
3,4
4,10
1,19929
2,19929
3,1
4,9
1,380
2,380
3,4
4,14
1,25082
2,25082
3,3
4,33
1,36178
2,36178
3,4
4,38
1,24160
2,24160
3,4
4,5
1,12376
2,12376
3,3
4,29
1,13634
2,13634
3,4
4,26
1,30040
2,30040
3,3
4,34
1,11838
2,11838
3,6
4,36
1,28208
2,28208
3,1
4,17
1,13555
2,13555
3,3
4,11
1,27857
2,27857
3,5
4,21
1,9330
2,9330
3,5
4,12
1,14127
2,14127
3,3
4,39
1,28566
2,28566
3,3
4,3
1,30505
2,30505
3,3
4,29
1,20238
2,20238
3,1
4,29
1,22823
2,22823
3,2
4,3
1,30281
2,30281
3,5
4,3
1,20652
2,20652
3,3
4,17
1,23878
2,23878
3,4
4,12
1,10897
2,10897
3,1
4,23
1,3556
2,3556
3,2
4,19
1,37292
2,37292
3,2
4,27
1,681
2,681
3,5
4,12
1,23
2,23
3,4
4,13
1,23925
2,23925
3,5
4,11
1,13100
2,13100
3,5
4,21
1,13408
2,13408
3,5
4,26
1,25147
2,25147
3,4
4,28
1,30609
2,30609
3,4
4,32
1,28929
2,28929
3,5
4,38
1,23293
2,23293
3,2
4,32
1,20732
2,20732
3,5
4,27
1,431
2,431
3,6
4,2
1,33904
2,33904
3,1
4,24
1,38420
2,38420
3,4
4,6
1,11278
2,11278
3,1
4,13
1,34624
2,34624
3,6
4,38
1,985
2,985
3,2
4,7
1,18516
2,18516
3,2
4,32
1,27834
2,27834
3,6
4,29
1,28335
2,28335
3,4
4,18
1,17408
2,17408
3,5
4,25
1,13268
2,13268
3,5
4,16
1,16370
2,16370
3,1
4,28
1,29352
2,29352
3,4
4,35
1,16757
2,16757
3,1
4,7
1,18507
2,18507
3,2
4,25
1,4681
2,4681
3,6
4,1
1,25636
2,25636
3,4
4,6
1,30226
2,30226
3,1
4,14
