Node ID,Date created,Gender,Age,City
1,1/1/09,M,22,Seattle
2,1/1/09,M,22,Seattle
3,1/1/09,M,22,Seattle
4,1/1/09,M,22,Seattle
5,1/1/09,M,22,Seattle
6,1/1/09,M,22,Seattle
7,1/1/09,M,22,Seattle
8,1/1/09,M,22,Seattle
9,1/1/09,M,22,Seattle
10,1/1/09,M,22,Seattle
11,1/1/09,M,22,Seattle
12,1/1/09,M,22,Seattle
13,1/1/09,M,22,Seattle
14,1/1/09,M,22,Seattle
15,1/1/09,M,22,Seattle
16,1/1/09,M,22,Seattle
17,1/1/09,M,22,Seattle
18,1/1/09,M,18,Seattle
19,1/1/09,M,18,Seattle
20,1/1/09,M,18,Seattle
21,1/1/09,M,18,Seattle
22,1/1/09,M,18,Seattle
23,1/1/09,M,18,Seattle
24,1/1/09,M,18,Seattle
25,1/1/09,M,18,Seattle
26,1/1/09,M,18,Seattle
27,1/1/09,M,18,Seattle
28,1/1/09,M,45,Seattle
29,1/13/09,M,45,Seattle
30,1/13/09,M,45,Seattle
31,1/13/09,M,45,Seattle
32,1/13/09,M,45,Seattle
33,1/13/09,M,45,Seattle
34,1/13/09,M,45,Seattle
35,1/13/09,M,45,Seattle
36,1/13/09,M,45,Seattle
37,1/13/09,M,45,Seattle
38,1/13/09,M,45,New York
39,1/13/09,M,45,New York
40,1/13/09,M,45,New York
41,1/13/09,M,45,New York
42,1/13/09,M,45,New York
43,1/13/09,M,45,New York
44,1/13/09,M,45,New York
45,1/13/09,M,45,New York
46,1/13/09,M,45,New York
47,1/13/09,M,45,New York
48,1/13/09,M,45,New York
49,1/13/09,M,45,New York
50,1/13/09,M,45,New York
51,1/13/09,M,45,New York
52,1/13/09,M,45,New York
53,1/13/09,M,45,New York
54,1/13/09,M,45,New York
55,1/13/09,M,45,New York
56,1/13/09,M,45,New York
57,1/13/09,M,45,New York
58,1/13/09,M,45,New York
59,1/13/09,M,45,New York
60,1/13/09,M,45,New York
61,1/13/09,M,45,New York
62,1/13/09,M,45,New York
63,1/13/09,M,45,New York
64,1/13/09,M,45,New York
65,1/13/09,M,45,New York
66,1/13/09,M,45,New York
67,1/13/09,M,45,New York
68,1/13/09,M,45,New York
69,1/13/09,M,45,New York
70,1/13/09,M,45,New York
71,1/13/09,M,45,New York
72,1/13/09,M,45,New York
73,1/13/09,M,45,New York
74,1/13/09,M,45,New York
75,1/13/09,M,45,New York
76,1/13/09,M,45,New York
77,1/13/09,M,45,New York
78,1/13/09,M,45,New York
79,1/13/09,M,45,New York
80,1/13/09,M,45,New York
81,1/13/09,M,45,New York
82,1/13/09,M,45,New York
83,1/13/09,M,30,New York
84,2/14/09,M,30,New York
85,2/14/09,M,30,New York
86,2/14/09,M,30,New York
87,2/14/09,M,30,New York
88,2/14/09,M,28,New York
89,2/14/09,M,28,New York
90,2/14/09,M,28,New York
91,2/14/09,M,28,New York
92,2/14/09,M,28,New York
93,2/14/09,M,28,New York
94,2/14/09,M,28,New York
95,2/14/09,M,28,New York
96,2/14/09,M,28,New York
97,2/14/09,M,28,New York
98,2/14/09,M,28,New York
99,2/14/09,M,28,New York
100,2/14/09,M,28,New York
101,2/14/09,M,28,New York
102,2/14/09,M,21,New York
103,2/14/09,M,21,New York
104,2/14/09,M,21,New York
105,2/14/09,M,21,New York
106,2/14/09,M,21,New York
107,2/14/09,M,21,New York
108,2/14/09,M,21,New York
109,2/14/09,M,21,New York
110,2/14/09,M,21,New York
111,2/14/09,M,13,New York
112,2/14/09,M,13,New York
113,2/14/09,M,13,New York
114,2/14/09,F,13,New York
115,2/14/09,F,13,New York
116,2/14/09,F,42,New York
117,2/14/09,F,13,New York
118,2/14/09,F,41,New York
119,2/14/09,F,18,New York
120,2/14/09,F,18,New York
121,2/14/09,F,18,New York
122,2/14/09,F,18,New York
123,2/14/09,F,18,New York
124,2/14/09,F,18,New York
125,2/14/09,F,18,New York
126,2/14/09,F,18,New York
127,2/14/09,F,18,New York
128,2/14/09,F,18,New York
129,2/14/09,F,18,New York
130,2/14/09,F,18,New York
131,2/14/09,F,18,New York
132,2/14/09,F,18,New York
133,2/14/09,F,18,New York
134,2/14/09,F,21,New York
135,2/14/09,F,22,New York
136,2/27/09,F,23,New York
137,2/27/09,F,24,New York
138,2/27/09,F,25,New York
139,2/27/09,F,26,New York
140,2/27/09,F,27,New York
141,2/27/09,F,28,New York
142,2/27/09,F,29,New York
143,2/27/09,F,30,New York
144,2/27/09,F,55,New York
145,2/27/09,F,55,New York
146,2/27/09,F,55,New York
147,2/27/09,F,55,New York
148,2/27/09,F,55,New York
149,2/27/09,F,55,New York
150,2/27/09,F,55,New York
151,2/27/09,F,55,New York
152,2/27/09,F,55,New York
153,2/27/09,F,55,New York
154,2/27/09,F,34,New York
155,2/27/09,F,35,New York
156,2/27/09,F,36,New York
157,2/27/09,F,37,New York
158,2/27/09,F,38,New York
159,2/27/09,F,39,New York
160,2/27/09,F,40,New York
161,2/27/09,F,41,New York
162,2/27/09,F,42,New York
163,2/27/09,F,22,New York
164,2/27/09,F,22,New York
165,2/27/09,F,22,New York
166,2/27/09,F,22,New York
167,2/27/09,F,22,New York
168,2/27/09,F,22,New York
169,2/27/09,F,22,New York
170,2/27/09,F,22,New York
171,2/27/09,F,22,New York
172,2/27/09,F,22,New York
173,2/27/09,F,22,New York
174,2/27/09,F,22,New York
175,2/27/09,F,22,New York
176,2/27/09,F,22,New York
177,2/27/09,F,22,New York
178,2/27/09,F,22,New York
179,2/27/09,F,22,New York
180,2/27/09,F,22,New York
181,3/3/09,F,22,New York
182,3/3/09,F,22,New York
183,3/3/09,F,22,New York
184,3/3/09,F,22,New York
185,3/3/09,F,22,New York
186,3/3/09,F,22,New York
187,3/3/09,F,22,New York
188,3/3/09,F,22,New York
189,3/3/09,F,22,New York
190,3/3/09,F,22,New York
191,3/3/09,F,22,New York
192,3/3/09,F,22,New York
193,3/3/09,F,22,New York
194,3/3/09,F,22,New York
195,3/3/09,F,22,New York
196,3/3/09,F,22,New York
197,3/3/09,F,22,Sydney
198,3/3/09,F,22,Sydney
199,3/3/09,F,22,Sydney
200,3/3/09,F,22,Sydney
201,3/3/09,F,22,Sydney
202,3/3/09,F,22,Sydney
203,3/3/09,F,22,Sydney
204,3/3/09,F,22,Sydney
205,3/3/09,F,22,Sydney
206,3/3/09,F,22,Sydney
207,3/3/09,F,22,Sydney
208,3/3/09,F,22,Sydney
209,3/3/09,F,22,Sydney
210,3/3/09,F,22,Sydney
211,3/3/09,F,22,Sydney
212,3/3/09,F,22,Sydney
213,3/3/09,F,22,Sydney
214,3/3/09,F,22,Sydney
215,3/3/09,F,22,Sydney
216,3/3/09,F,22,Sydney
217,3/3/09,F,22,Sydney
218,3/3/09,F,22,Sydney
219,3/3/09,F,22,Sydney
220,3/3/09,F,22,Sydney
221,3/3/09,F,22,Sydney
222,3/3/09,F,22,Sydney
223,3/3/09,F,22,Sydney
224,3/17/09,F,22,Sydney
225,3/17/09,F,22,Sydney
226,3/17/09,F,22,Sydney
227,3/17/09,F,22,Sydney
228,3/17/09,F,22,Sydney
229,3/17/09,F,22,Sydney
230,3/17/09,F,22,Sydney
231,3/17/09,F,22,Sydney
232,3/17/09,F,22,Sydney
233,3/17/09,F,22,Sydney
234,3/17/09,F,22,Sydney
235,3/17/09,F,22,Sydney
236,3/17/09,F,23,Sydney
237,3/17/09,F,23,Sydney
238,3/17/09,F,23,Sydney
239,3/17/09,F,23,Sydney
240,3/17/09,F,23,Sydney
241,3/17/09,F,23,Sydney
242,3/17/09,F,23,Sydney
243,3/17/09,F,23,Sydney
244,3/17/09,F,23,Sydney
245,3/17/09,F,23,Sydney
246,3/17/09,F,23,Sydney
247,3/17/09,F,23,Sydney
248,3/17/09,F,23,Sydney
249,3/17/09,F,23,Sydney
250,3/17/09,F,23,Sydney
251,4/10/09,F,23,Sydney
252,4/10/09,F,23,Sydney
253,4/10/09,F,23,Sydney
254,4/10/09,F,23,Sydney
255,4/10/09,F,23,Sydney
256,4/10/09,F,23,Sydney
257,4/10/09,F,19,London
258,4/10/09,F,19,London
259,4/10/09,F,19,London
260,4/10/09,F,19,London
261,4/10/09,F,19,London
262,4/10/09,F,19,London
263,4/10/09,F,19,London
264,4/10/09,F,19,London
265,4/10/09,F,19,London
266,4/10/09,F,19,London
267,4/10/09,F,19,London
268,4/10/09,F,19,London
269,4/10/09,F,19,London
270,4/10/09,F,19,London
271,4/10/09,F,19,London
272,4/10/09,F,19,London
273,4/10/09,F,19,London
274,4/10/09,F,19,London
275,4/10/09,F,19,London
276,4/10/09,F,19,London
277,4/10/09,F,19,London
278,4/10/09,F,19,London
279,4/10/09,F,19,London
280,4/10/09,F,19,London
281,4/10/09,F,19,London
282,4/10/09,F,19,London
283,4/10/09,F,19,London
284,4/10/09,F,19,London
285,4/10/09,F,19,London
286,4/10/09,F,19,London
287,4/10/09,F,19,London
288,4/10/09,F,19,London
289,4/10/09,F,19,London
290,4/10/09,F,19,London
291,4/10/09,F,19,London
292,4/10/09,F,19,London
293,4/10/09,F,19,London
294,4/10/09,F,19,London
295,4/10/09,F,19,London
296,4/10/09,F,19,London
297,4/10/09,F,19,London
298,4/10/09,F,19,London
299,4/10/09,F,19,London
300,4/10/09,F,19,London
301,4/10/09,F,19,London
302,4/10/09,F,19,London
303,4/10/09,F,19,London
304,4/10/09,F,19,London
305,4/10/09,F,19,London
306,4/10/09,F,19,London
307,4/10/09,F,19,London
308,4/10/09,F,19,London
309,4/10/09,F,19,London
310,4/10/09,F,19,London
311,4/10/09,F,19,London
312,4/10/09,F,19,London
313,4/10/09,F,19,London
314,4/10/09,F,19,London
315,4/10/09,F,19,London
316,4/10/09,F,19,London
317,4/10/09,F,19,London
318,4/10/09,F,19,London
319,4/18/09,F,19,London
320,4/18/09,F,19,London
321,4/18/09,F,19,London
322,4/18/09,F,19,London
323,4/18/09,F,19,London
324,4/18/09,F,19,London
325,4/18/09,F,19,London
326,4/18/09,F,19,London
327,4/18/09,F,19,London
328,4/18/09,F,19,London
329,4/18/09,F,19,London
330,4/18/09,F,19,London
331,4/18/09,F,19,London
332,4/18/09,F,19,London
333,4/18/09,F,19,London
334,4/18/09,F,19,London
335,4/18/09,F,19,London
336,4/18/09,F,19,London
337,4/18/09,F,19,London
338,4/18/09,F,44,London
339,4/18/09,F,44,London
340,4/18/09,F,44,London
341,4/18/09,F,44,London
342,4/18/09,F,44,London
343,4/18/09,F,44,London
344,4/18/09,F,44,London
345,4/18/09,F,44,London
346,4/18/09,F,44,London
347,4/18/09,F,44,Mainz
348,4/18/09,F,44,Mainz
349,4/18/09,F,44,Mainz
350,4/18/09,F,44,Mainz
351,4/18/09,F,72,Mainz
352,4/18/09,F,72,Mainz
353,4/18/09,F,72,Mainz
354,4/18/09,F,72,Mainz
355,4/18/09,F,72,Mainz
356,4/18/09,F,72,Mainz
357,4/18/09,F,72,Mainz
358,4/18/09,F,72,Mainz
359,4/18/09,F,72,Mainz
360,4/18/09,F,72,Mainz
361,4/18/09,O,19,Mainz
362,4/18/09,O,19,Mainz
363,4/18/09,O,19,Mainz
364,5/1/09,O,19,Mainz
365,5/1/09,O,19,Mainz
366,5/1/09,O,19,Mainz
367,5/1/09,O,19,Mainz
368,5/1/09,O,19,Mainz
369,5/1/09,O,19,Mainz
370,5/1/09,O,19,Mainz
371,5/1/09,O,23,Mainz
372,5/1/09,O,23,Mainz
373,5/1/09,O,23,Mainz
374,5/1/09,O,23,Mainz
375,5/1/09,O,23,Mainz
376,5/1/09,O,23,Mainz
377,5/1/09,O,23,Vienna
378,5/1/09,O,23,Vienna
379,5/1/09,O,23,Vienna
